llave_cod_cliente;dem_salario
38318;898.1712814252561
38380;845.2684491919359
38666;939.8912964328258
38823;833.8535332567515
38886;873.5436103533231
39029;988.1666058454011
39092;939.1890294767293
39382;891.2981015004585
39557;850.359513657424
39667;964.7640736574936
39759;909.9994821668397
39819;983.6025663571204
39826;967.7110036228512
40098;893.9923767200869
40242;979.4714058874604
40551;907.4493549929564
40663;943.0205708281775
40707;887.8540404786796
40739;805.6832916277644
40803;927.6515656792178
41109;940.574309688586
41239;916.0681208441122
41398;908.2603721852279
41462;756.3220336573409
41655;915.6803721951798
41770;943.609406071967
41773;803.4325766733359
41852;807.4698340179215
42143;1122.6374675440418
42372;865.9945780013028
42381;894.3026942702695
42609;779.0111991186237
42628;800.0985613432911
42647;884.6808135234226
42744;750.9307633796847
42782;833.5014049904808
43152;1015.8117908252193
43172;948.6681442058396
43787;872.7066466894189
44031;983.6993760160594
44481;936.5071068816039
44492;834.09947543338
44501;910.1365301604559
44533;883.5781153835851
44556;956.539178542218
44952;900.2767447195861
45021;956.379369819356
45142;940.7561921755092
45235;705.6688483196262
45241;938.6406456537823
45360;941.3169033540037
45633;990.9201769817191
45645;840.439900028748
45854;945.4478751074314
45952;987.4273077336334
46029;776.4177895455043
46473;889.5120678090713
46481;934.4337189478832
46509;920.9641957332327
46692;893.1701979178342
46934;857.3510103691424
47025;826.188933162862
47042;833.7419131658437
47897;956.1897337220219
47985;902.8060394315601
48248;930.4220210840233
48414;867.5137700197732
48478;870.0006507185021
48580;939.1102302363768
48606;963.5365009187153
48935;1017.8205994679076
49194;967.6047608676798
49382;956.3164918275609
49445;978.7599482148669
49834;995.6173506943442
49933;830.9281564686494
50088;891.8404836347403
50099;936.745282295082
50337;968.71238050273
50446;771.2406978149077
50586;887.3785659601837
50590;979.5987929367473
50638;1008.3506667436525
50715;933.5392000023214
50783;890.9775481090206
50881;952.4451530802216
50965;890.9882011480141
50975;962.756384310464
51375;967.2901095222278
51458;966.8450992519481
51587;935.6855684044676
51701;842.8421841007339
51754;982.8328332451346
51919;939.8008222708793
52131;972.0412005248061
52190;891.8707421378713
52315;891.3663467622739
52368;818.6261344715645
52570;722.9869302952428
52698;935.2687957977357
53046;851.3333434213826
53198;1024.3521289756982
53227;909.9984180693552
53381;903.5712216389621
53447;928.9112671081243
53933;913.9932144517819
53945;862.6637819069159
54093;854.1249950313008
54214;890.6904718734789
54246;963.8302236006116
54454;959.7585286031374
54627;886.9956243546468
54679;963.0366854078992
54716;811.0155654761236
54932;949.929820524539
55017;938.8796854661218
55242;822.6966542374018
55261;993.4833408352342
55460;947.6390181084039
55497;767.574418665049
55867;974.0209035896421
55918;890.4946757904102
56183;941.8502727971563
56385;849.9397248028852
56419;1071.402018413106
56490;756.2748509549832
56570;772.7089438642315
56577;920.1329310353003
56592;926.5357920023382
56853;999.7486451819786
57108;939.4779210267766
57268;907.7752328030213
57484;899.4674239371658
57543;893.532171580924
57725;963.8972629204048
57861;933.9427249151563
57949;871.6531334812141
57962;923.4444242074629
58079;885.1497529874202
58609;791.1295921950917
58927;852.1105450934728
58933;942.3006502361864
58962;691.8957358538156
59055;938.9762643486263
59423;910.6611781723263
59434;951.671286773987
59655;814.7217487217324
59719;941.0394001574239
60250;894.8612523730446
60265;1005.1174580866741
60274;842.8392987776276
60411;850.5518082728372
60823;993.7222658344438
61046;832.352443993876
61159;864.8172876929368
61441;922.5909783943173
62122;930.0202870082796
62233;867.6348054157336
62367;969.136010242692
62521;912.6001576408675
62692;1176.9972710553318
62711;881.9993536166493
62729;739.4451295558042
64003;918.9900298363591
64087;852.9415198628865
64351;876.3099525320658
64380;882.526188498548
64979;871.9120341211997
65130;933.355650127382
65142;903.2494856434307
65421;1032.80248245277
65527;833.9587681863169
65623;944.0213056452803
66221;793.4843675199531
66261;742.6139655408498
66347;886.1153577821356
66410;846.8440132604195
66655;1008.4114426053347
66656;958.6065691554822
66837;715.5608928726859
66949;854.8746613737386
67171;958.0037869117334
67191;1006.923609976262
67354;935.2053705879448
67415;984.854136796469
67551;876.2680068889177
68015;795.7077589918881
68113;922.7660260744805
68204;870.1884272597458
68277;929.6924605672655
68347;940.3871908803508
68390;943.9999645875708
68670;908.388786139606
68835;949.9824948061896
69501;908.4265335802938
69560;880.3914842719003
69813;964.8902451121696
70252;895.0157997615439
70352;831.9370267778738
70588;846.5241341232934
70600;935.6468857044008
70682;958.731824223551
70790;900.3483431490229
71306;806.0528896556534
71525;991.2285487966415
72106;928.604971863311
72286;923.0887187941969
73217;953.4368808838559
73223;1010.4287361800871
73503;775.9585510726514
74002;930.8715782987854
74106;917.8122344758924
74136;993.9988342669126
74522;993.3698801330318
74601;847.3499734446732
74701;920.0394374767953
74789;973.3278272415697
75362;802.7768130408701
76096;891.7325453279323
76280;1059.5586294515538
76334;991.3464894997967
76357;742.5258702793558
76508;996.1514288857313
76906;897.0609836863935
77162;736.4022542060882
77333;1005.3810278621704
77397;1085.4618813204995
77446;952.7753405710243
77457;902.6510059718951
77889;1002.6405029767545
78188;1051.5180576009789
78332;889.3343241745893
78431;836.0749515047555
78540;936.1866507314851
78834;959.6605024908233
78922;860.6566913870279
79206;927.2234761228035
79292;953.7602695712782
79459;887.4350835030625
79542;942.3310577609041
80225;1018.7189139426886
80424;864.1675157489303
81038;1040.3828530126661
81578;1010.8789286649096
81860;894.5551294888492
82003;920.3835745571946
82045;972.1835155651221
82102;921.7966962715075
82379;987.6005155790992
82606;886.6122846870271
82768;867.875611730554
82849;984.928060550213
82957;712.4422178321523
82981;949.6585161977732
83093;967.9398933713946
83375;953.6039116044765
83778;1110.7293468469431
83917;938.1972025271128
84158;972.8082875165186
84504;756.7487378768448
84927;841.7080892107323
84992;830.475354298653
85015;834.6268920984662
85303;887.3475909872554
85420;920.2952065336157
85518;969.5934341758605
85629;972.5029173517332
85637;904.2479810643517
85667;745.4344896828223
85839;898.7239323356301
85898;976.2785727445885
85901;833.2182301263466
86065;969.1239344525704
86168;1082.1127244050895
86234;933.978345243873
86534;727.9994393083546
86741;1046.1829988718391
86798;941.4007308977679
87053;895.9176240122033
87093;895.4616230755764
87111;848.9875462903328
87168;800.9307855652303
87173;926.5343351880298
87220;984.5103371902076
87243;900.3811429227958
87362;966.6808744448538
87422;818.2170303386408
87510;972.8230499496101
87566;976.9880337516797
87966;890.9064435098387
87999;867.4227878392905
88221;901.1453970824059
88284;737.6163169265703
88473;998.3498951662095
88498;923.4911777564133
88626;918.5077993932407
88724;918.1529295551353
88725;992.9034370818954
88964;936.66017532817
89458;877.5913763600433
89467;938.0319503871049
89539;943.5697011097785
89978;935.7959481540163
90023;921.8807314258672
90054;937.4841840539134
90081;943.706773672226
90105;833.3416124299981
90427;824.245299522925
90462;915.9773198409516
90706;978.013102365982
90857;938.8081741873106
91060;911.5619522649988
91629;891.590250219346
91687;879.2890911378026
91694;839.3449058885217
91750;926.4912727465908
91832;968.5370752192035
92340;888.3943003765644
92660;910.1900406412927
92683;907.4668465986358
92699;892.2561840571749
92773;928.1293464016856
92812;906.0198288977367
92988;906.9679691842531
93200;962.1035611328789
93201;748.0329657944127
93275;939.3585423165694
93476;869.787292392219
93570;867.8114388686794
93578;888.995858498989
93715;947.504911657151
93862;975.887222879749
94087;1185.5752482969162
94485;854.851713400507
94610;874.6091375567846
94653;956.8893559543751
94883;1017.2160767822318
94989;738.605042199463
95045;926.9609062236635
95111;716.764364887926
95155;846.4100975338782
95335;907.7735218071791
95457;925.855170902733
95478;982.570948766278
95490;906.6919687596308
95522;1004.0101629205119
95547;846.6682396747453
95561;667.0899075326929
95783;951.3411521580731
95821;892.5156118962461
95874;960.0928550212834
95944;961.7863034311433
96188;1095.294607018062
96313;825.6555754579613
96410;971.6088970229373
96603;991.8905517392907
96654;925.7317348619488
96706;948.8033507860812
96751;748.5412170549542
96877;887.2058203093529
96901;865.3770711148728
96995;928.4622797224763
97021;859.3577277036709
97050;952.9590618856137
97685;822.164843593697
97835;884.0759398208791
97836;936.072012048953
97913;918.7334523865396
98070;915.5524870972845
98075;952.5108206658954
98077;906.0455400623771
98158;1118.3130378917922
99171;1000.2519793974977
99286;879.0102822468514
99377;766.2150351683249
99684;901.187526818714
99899;777.918015377776
100100;984.0178320619259
100127;808.2718561304366
100232;912.7054094859711
100252;890.048049682552
100259;917.1877419073408
100551;884.116050798242
100784;912.0215433077415
100787;979.3933231235808
101098;1005.4709813642235
101184;820.0478698323104
101214;854.8628198042352
101295;975.9446211922478
101562;1000.053898154393
101897;867.6949973551381
102327;959.6067355186365
102530;788.6820690404272
102598;769.6125602412651
102865;870.6669731848191
102893;980.383713547204
102948;731.5140705294649
102954;807.9467595742606
103069;988.4628973164187
103178;875.7502829829409
103296;1008.897406623277
103329;989.798555092251
103378;926.9985591345669
103495;663.540995906229
103534;912.5963245505587
103626;845.7043490482399
103689;827.466671176269
103991;906.5674544170535
104049;988.8851379752839
104168;821.6480927639141
104189;984.5239571966267
104273;822.0737750913397
104829;881.5429063914353
104932;922.709648389219
105148;890.1686757865041
105217;921.8087135261842
105237;959.7062417997084
105360;898.7295352442358
105688;934.288356794596
105769;885.2772592085873
106158;693.3854553368175
106223;866.6682553327881
106231;879.3997178964258
106263;904.3323634414371
106393;998.9990602475914
106528;945.5818733710282
106587;941.9667664261494
106676;877.6945954251423
106679;931.0305456907237
106969;1011.2833349212017
107039;934.3533555601407
107164;850.0460510891437
107599;1005.6468654935326
107808;925.3484466776856
107990;922.0512840542586
108068;897.2424233178823
108113;912.5559194456212
108311;957.11460677799
108351;1013.2148494287829
108448;1077.9366550811392
108498;807.794970132202
108538;687.5362985434385
108586;831.0848001059751
108951;976.5459494772424
109111;894.2820882921349
109231;854.9104531859822
109289;1006.5856641569832
109313;942.1203208582637
109366;814.9207176653604
109453;863.5057504371697
109512;881.8350777623409
109827;953.703835562497
110342;827.6296740972446
110821;975.4766622167986
110863;839.1737786095699
110997;844.2762611272954
111040;940.0423539523547
111074;930.5024529406561
111137;926.1240946183926
111142;821.9255581620787
111193;759.5275601156495
111244;894.1012535892344
111329;726.3013639304289
111441;833.6067471994487
111490;876.1241153659437
111642;1044.508723198587
111852;918.2911108260033
112049;812.709807511771
112193;957.8186348453756
112297;816.828210440232
112355;886.8663410372781
112395;936.7606330974684
112510;991.1173309198791
112701;782.1109522593965
112898;759.3229916283834
113061;888.4777748315532
113171;779.2269784597994
113180;686.2168378081695
113309;947.5952110445253
113354;683.77994662453
113381;864.5347368430159
113423;786.7672143494268
113426;900.7589534480759
113522;897.2858928445226
113668;1114.9786070992673
113673;1091.4413762016752
113864;986.9983807199318
114183;877.2312901884548
114329;929.806553021536
114394;1073.4896203086214
114475;854.8524189827087
114698;896.7387122411579
114702;923.390386354775
114866;689.3348547181956
114868;938.52110838504
114965;881.3897438132824
115146;834.7797307171043
115339;902.6443486129297
115395;952.3970899604228
115438;776.6290660846162
115557;763.0025618970787
115649;936.0245874933047
115686;729.1104140270992
115793;923.2343744803477
116006;1179.8581715389585
116012;903.9510135796143
116047;780.9012503247051
116081;963.7470489465884
116158;903.8558608078762
116192;921.9356890380391
116204;737.3476090800343
116366;968.6626919285704
116387;928.8455606778509
116413;872.1385928128707
116448;891.9552044522522
116630;939.49326694889
116677;995.689379629039
116702;906.2763759256069
116934;912.6205486200558
116989;891.3109102182966
117075;936.0122253233915
117254;834.8455172599027
117524;790.8166539031694
117615;852.3408908742326
117636;922.1471209262309
117647;926.9467140801173
118028;885.5436210486774
118189;806.97085695237
118199;886.5540128281282
118445;1004.4770061137829
118559;854.5932165319459
118711;821.1522590776852
118811;882.9373037168853
118839;732.4659315755271
118915;934.384833990877
118928;825.3444580201208
119074;789.9773909099116
119261;787.3427313389068
119323;1004.3203927115796
119369;947.4010743223294
119452;933.7411944671691
119796;977.9778158433969
119888;923.0627417266497
120207;916.8293629048449
120221;1008.1838422317649
120339;919.5074728498165
120359;1055.862742863726
120430;910.4919692360163
120548;684.5330059510122
120693;972.6166973740594
120739;764.4292562844153
121002;935.7498528259268
121007;978.3503533430437
121185;914.937731444568
121199;870.4885613111152
121236;750.1502414949881
121293;832.3239457190523
121645;919.0484791073598
122050;761.2007475093992
122145;890.2911191264634
122365;903.6127237042637
122394;702.9292203625005
122427;1044.0504876444977
122533;918.8273337947226
122571;755.5772128158167
122658;930.6026441551662
122664;784.0216779734205
122723;792.0089384753439
122876;822.9331107706736
122940;875.8670982459843
122955;714.2674435792151
123038;930.483253732302
123204;736.4299595153449
123234;874.1398962554483
123240;955.601818938407
123382;898.4719694401641
123398;899.3490531906473
123460;1084.2756575817243
123838;819.1899127951917
124124;989.3884842988009
124164;984.0087367890642
124166;715.5682340694682
124189;835.8661650210142
124314;928.1251435246818
124426;985.6378585852967
124625;912.986661776061
124781;805.2194235635966
124825;927.2940672907782
124848;918.1223375790859
124884;969.4577984344949
124955;907.3869983030186
124958;941.9567707710389
125212;915.6060313399248
125523;931.3356042166918
125591;890.8427269593703
125744;935.6594297119788
125951;947.8928518374744
126099;1114.9989091566704
126170;925.7123348727476
126197;891.3706098842224
126209;1072.6804030376966
126242;776.7725009422707
126353;958.358759378166
126561;931.3078517654496
126901;895.6937217402319
127235;811.9039786186297
127411;800.6754771152926
127432;1032.1791492655425
127459;1007.0236611215003
127517;586.6935801968308
127596;975.5367812603841
127831;910.5461040303967
128155;762.4490107384075
128347;862.5133685741639
128444;1163.6694856549648
128450;818.1897039329912
128454;879.4140334594198
128665;972.3415876832064
128781;924.979901563398
128958;842.5742605258905
128996;984.4117757093504
129059;763.2470518966528
129159;692.6901836931429
129514;923.826319674691
129525;878.994026171108
129538;769.4593220141142
129553;776.5061113214131
129576;866.229939016641
129917;862.9931358848778
130152;744.7892305948296
130744;788.7803802223915
130813;936.930811204053
130861;909.1741594683925
131107;925.9539765404367
131262;786.4922742554804
131299;861.3373180535804
131308;966.4553975949028
131468;960.5811923237299
131477;883.923973630661
131511;797.2205398047724
131591;964.1556008952575
131679;784.4875211950722
131695;796.5258655048622
132021;872.929054977472
132055;857.6345271581513
132152;866.4684720173382
132520;735.1777763162199
132582;823.5832813444724
132745;736.6932928537525
132849;793.061051759786
132977;974.2259512932218
133235;883.8434040153377
133272;955.6143675149849
133313;929.5522955238621
133500;927.2297333866629
133570;940.8949673225893
133815;869.5458856813839
133881;879.9272950590621
134127;723.1257606922397
134147;797.3543252439
134165;979.4905897665622
134178;904.0309367161508
134282;948.47056940598
134386;826.0320082338421
134503;801.9213947551665
134582;951.5003591971662
135052;915.1926746081433
135183;847.4909220518894
135450;989.7333843200536
135834;834.6565433277635
135886;902.3850789660761
136031;832.1777941127398
136234;948.2169975482592
136241;967.3108638429377
136485;924.7339606066948
136539;969.7784573871977
136547;829.2783928512661
136608;864.1688359702464
136614;961.8674416714773
137108;929.6122874768882
137136;851.8166440270984
137240;918.205361708845
137292;896.8217805208105
137600;585.9423152162407
137618;793.7482455126276
137646;861.4655294130409
137663;905.3006257254839
137732;776.0105802820326
138254;684.1742970504071
138304;920.4383509897905
138365;762.3799341839783
138615;899.1723712318375
138641;933.027894892216
138647;935.875843430513
138749;887.1368483986196
138780;915.3093609550392
138824;969.558696230089
139122;968.5346724536091
139204;946.5040024345728
139557;729.9556461148206
139697;804.479461627426
139819;700.4880702490959
140035;914.8040389975641
140238;815.4718692549254
140275;689.106851111036
140351;905.3420015050214
140685;916.9946758375795
140748;853.3399599347941
141050;658.6855638302424
141242;747.6724572106627
141322;926.4613426715282
141549;862.3796529031212
141599;969.0826209870231
141673;761.9650585855584
141681;931.7564761756487
141777;763.1936792564549
141970;842.2839340416708
142066;750.4202034368632
142077;902.2238469611109
142090;913.6491713667456
142175;970.3391844892544
142416;906.824261570235
142490;777.7842149312625
142596;983.3789681599458
142666;785.349701034928
142763;874.6779196541358
142992;1004.0571748257405
143028;927.4558590143306
143371;889.1888002503499
143813;942.9014982421679
143883;1007.8447659280617
143954;695.2794046071306
144318;927.9196394088044
144447;766.0210835792409
144535;731.3658555432664
144560;883.3263798141413
144598;925.0917050675596
144613;887.0696593901359
144766;948.53299946429
144828;890.8938375012526
145265;717.032458592498
145303;815.3614100126935
145498;850.9064219299948
145757;844.9126051752447
145797;893.5849943433543
145898;866.417089337908
145908;903.3061408169419
146164;787.0594420109035
146354;992.5161862054449
146472;905.5663622874595
146851;961.8767172733176
146903;824.1919976254824
147103;746.6137728871367
147214;732.3134000963564
147481;931.3370274407525
147700;761.8972664597721
147820;798.7066293642658
148020;789.1421314606944
148021;778.2786657241488
148193;912.870755651311
148217;915.367003710619
148352;849.6118358062004
148388;1300.4470382539841
148679;981.4420370990192
148970;964.2655753002355
149434;970.428696057345
149451;866.974358283203
149603;996.3031215444025
149664;913.2801338919282
149744;796.853709789192
149802;941.4344094406223
150166;773.1218794403978
151026;926.9488272299646
151260;757.6283579427168
151424;807.3801340400662
151456;885.1531986892531
151902;799.8816175725544
151948;1040.6642106847726
151954;838.3070728771211
152148;862.5838523496457
152163;784.3152835723358
152211;700.774268224703
152365;1044.052905333791
152408;850.385367588317
152438;887.7784560002528
152676;965.0355681214082
152834;919.9036180479181
152884;885.8169000845811
153353;913.4522201042856
153457;639.2295480145923
153474;827.7571977905914
153492;1039.4138042104887
153666;796.5680004855319
153764;874.4159644573759
153838;985.0740250666913
154333;749.813059428068
154487;930.8332975187518
154759;920.4247632834285
154932;865.1459581403708
154950;1021.4237871659526
155036;1005.1468743528164
155309;880.0573277045719
155449;996.9495184304523
155706;870.0284712383775
155735;905.2316013406391
156174;969.7610142796011
156194;872.0779662006914
156406;827.9569382701518
156901;969.3574874672338
156929;907.2204226120082
156992;898.6830791180232
157045;810.6806136372879
157450;830.017162907722
157503;776.3476300973996
157601;732.3314687978543
157693;933.6362035476444
157694;930.014281185503
157743;951.3064245338464
157876;874.5404545120741
158051;954.0866102241678
158187;750.6028845347828
158220;883.643242275317
158299;1197.8342693856305
158312;658.019610433726
158400;925.7840754557742
158437;914.2989927057853
158465;728.2612168497601
159009;765.7766099407644
159141;816.5787235670441
159208;861.3586439876702
159363;839.4831691165507
159419;808.2812317084124
159470;985.2250630029637
159583;737.1804951544839
159686;822.5207575484407
159707;975.2425798890633
159713;883.6597435529379
160179;936.4105950756964
160194;966.4667950233031
160200;822.024863028031
160208;971.5863529831383
160381;918.8960078272405
160415;867.7682147522028
160439;896.7882298944414
160718;1125.904697375751
160890;953.3888146875312
160978;986.2275815915532
161104;1030.3682595835464
161226;731.5706171275297
161245;844.4885688683587
161372;887.8478690558924
161521;771.954945610953
161543;818.2417865507637
161825;979.2567110063096
161846;869.5306375056032
161886;775.2581140340707
162233;791.2993804383223
162256;840.0934936752415
162427;943.8924874131603
162674;806.4274058108942
162845;813.6215675873314
162922;892.4360325887026
163037;1040.3580372646188
163608;785.8444116676469
163646;827.9439860725089
163731;679.5408009495291
163862;944.9888543741363
163933;833.7348287551375
164481;984.6899205238175
164698;774.8977512631078
164735;720.3118009860034
165122;773.9771411431828
165290;936.9483973929014
165437;799.0091292555222
165476;894.2056206235316
165711;868.3699111799192
165789;808.5074641562653
166002;921.8750560959488
166051;896.4517550442763
166236;816.326270636738
166313;900.4624231014594
166346;864.4013287262352
166997;854.904823045523
167059;943.6370715876403
167141;972.8815408322632
167214;1078.926113638728
167283;865.7853658512863
167368;919.9098608649153
167372;832.588192834548
167378;899.6455770510915
167579;893.3582987753844
167671;841.8933808182629
167867;981.0962430777058
168023;801.7798474658571
168081;960.3600477732189
168142;711.2327986584388
168157;914.3264383113294
168161;735.8362364913993
168234;936.0794534686333
168235;940.8747352195551
168237;822.5381389728645
168285;952.6925442749848
168594;795.2379470662272
168972;782.6768296606775
169265;890.3425725972172
169324;885.3265069982626
169430;859.3244747808724
169555;841.6667412371945
169780;909.9950724479079
169934;772.5698548002317
170005;922.6069097163909
170110;844.1802948756399
170242;992.2686595599499
170342;946.1379419511263
170551;847.1531142789684
170558;933.2952953104837
170743;712.6917856304156
170872;886.6492418175685
170914;724.407271566906
171368;968.9259264863052
171485;883.7940663108393
171748;875.0527744752417
171852;913.5441192397776
171935;861.7599541672713
171973;744.7873326594593
171988;900.005937100064
172002;1082.7174149654022
172109;812.9120509083484
172234;1111.256556802405
172338;933.7225840730687
172547;927.5213138896052
172688;812.9840935443542
173353;861.965546662356
173591;927.0612307254518
173610;736.0934675804347
173645;900.5702049973893
173673;793.6474205843728
173940;933.6215577128733
174107;921.9832733058395
174185;961.687574630575
174291;946.2663382696282
174474;639.6581042560467
174912;783.0475072567688
175002;765.818814827452
175123;905.117618170276
175284;909.0084324791892
175327;792.0132453109991
175357;845.8334127380042
175448;811.6689435797506
175582;811.8787758114494
175603;979.8635216768816
175635;934.9730619381244
175686;876.3482469386814
175945;793.2765467149683
176037;788.5538777111958
176327;872.3760107818539
176338;942.0737751153134
176482;679.3849976130971
176589;882.8527466657991
177042;935.0531233361121
177051;687.8256692640874
177057;965.4372076285363
177103;1040.6326618461894
177159;977.7995667880923
177182;1077.112971836815
177390;841.0785019966481
177404;973.0700417622634
177410;1046.740181195459
177442;956.2729637291153
177499;801.4438386560203
177658;1038.1071899722424
177781;835.1543979010121
177858;1273.217614508064
177984;821.3443408075566
178109;1011.1269229378142
178194;996.848499900882
178363;981.8196831931364
178629;1010.4267715686366
178723;1032.016309567123
178882;899.2282614753634
179108;849.7478055527373
179276;1039.052473052819
179339;969.5204248732781
179433;983.0967750915775
179509;1045.0917957655902
179537;1025.696295698859
179766;991.1844511091545
179796;925.7256073386675
179836;996.5147524281306
180046;1022.0794227472627
180105;1012.9324020089653
180148;897.9821325018654
180261;957.9941865580765
180525;1046.6105016030854
180544;1078.5669236664826
180729;980.3963882397316
180785;1047.7853902780184
180865;983.1454900681122
180925;995.9744829216907
181178;1015.4531364072188
181196;1038.200954854041
181211;1041.992553129668
181285;1055.5178741904874
181290;1021.3988561292917
181440;995.8902574473052
181839;1092.271603179503
181921;1103.116797867365
182278;998.2884643953772
182399;1026.1187118677199
182429;1048.2490785202317
182465;934.3758944992267
182559;1007.2902365425219
182680;1052.137370099921
182739;1073.148884894967
183080;749.9172315635603
183175;1066.814942012282
183213;1098.5991602476054
183256;917.9201361251612
183371;923.4525907607126
183443;900.832122837412
183543;1082.5965687125301
183549;1001.7875907547163
183678;1073.9696286404167
